fbr_id,full_name,declared_income_pkr,tax_paid_pkr,filer_status,reported_address,phone_number
FBR-100613,Y. Durrani,655812,19602,Filer,H#18 St-28 Gulbahar Peshawar,0314-6528135
FBR-100615,A. Rajput,16577160,1116060,Filer,H#83 St-30 ShahRukn-e-Alam Multan,+92 349 1409590
FBR-100616,Lubna Warraich,1165812,26925,Filer,"House 321, Street 30, Chaklala Scheme 3, Rawalpindi",03017457202
FBR-100617,Haji Zubair Sial,3072000,63737,Filer,"House No. 358, Gali 40, University Town, Peshawar",0336-2683255
FBR-100618,I.Kazmi,3265392,119584,Filer,مکان 27 گلی 8 Shah Rukn-e-Alam Multan,03358807325
FBR-100620,Z. Saddozai,30886716,1694674,Filer,H#360 St-14 Gulbahar Peshawar,+92 315 6917519
FBR-100621,W.Sheikh,36371628,2045524,Filer,مکان 177 گلی 29 I-8/4 اسلام آباد,+92 326 2655201
FBR-100623,I. Chaudhry,41171844,2662715,Filer,H#142 St-8 F-8/3 Islamabad,0317-3524938
FBR-100624,A. Mirza,1098636,73093,Filer,H#243 St-23 DHAPhase6 Karachi,+92 337 1360413
FBR-100625,Syed Danish Naqvi,0,0,Non-Filer,"House No. 211, Gali 38, Shah Rukn-e-Alam, Multan",03259156216
FBR-100626,U. Niazi,337212,20528,Filer,H#157 St-11 PeoplesColony Faisalabad,+92 323 9124251
FBR-100627,Rashid Gill,824040,61332,Filer,"86-40 Model Town, Lahore",+92 318 5450679
FBR-100629,Nadia Bangash,719664,60519,Filer,"House 163, Street 23, B-17, Islamabad",03158523391
FBR-100630,Sardar Mubashir Siddiqui,729504,36502,Filer,"House No. 256, Gali 10, E-11/2, Islamabad",0335-3618139
FBR-100633,T.Gill,518568,13526,Filer,مکان 29 گلی 39 I-8/4 اسلام آباد,0319-9832094
FBR-100634,H. Malik,4178424,84867,Filer,H#229 St-6 G-13/1 Islamabad,+92 346 4262330
FBR-100635,Syed Imran Wazir,3170532,155880,Filer,"House No. 76, Gali 28, Model Town, Lahore",0326-7255068
FBR-100636,O. Joiya,3626520,91419,Filer,H#45 St-14 Gulbahar Peshawar,+92 336 8423991
FBR-100637,Sardar Rida Tarar,3324144,218900,Filer,"House No. 74, Gali 14, Satellite Town, Rawalpindi",+92 327 9813089
FBR-100638,Salman خان,3361884,222220,Filer,"213-12 Gulshan-e-Iqbal, Karachi",0347-3297254
FBR-100640,Adnan Kayani,0,0,Non-Filer,"64-19 Model Town, Lahore",03329252486
FBR-100641,Waseem Hashmi,0,0,Non-Filer,"House 382, Street 24, G-13/1, Islamabad",+92 347 8316015
FBR-100642,Jawad Kazmi,1812468,154348,Filer,"House 9, Street 17, Gulgasht, Multan",0319-1981641
FBR-100643,Mian Ghulam Mughal,13466808,1008013,Filer,"House No. 185, Gali 27, I-8/4, Islamabad",+92 320 5862980
FBR-100644,Mian Fatima Baig,838680,40468,Filer,"House No. 94, Gali 7, Gulbahar, Peshawar",+92 342 6412444
FBR-100645,M. Lodhi,2730516,83302,Filer,H#353 St-24 Gulgasht Multan,0308-6899361
FBR-100646,Jawad Kakar,2145408,124715,Filer,"House 175, Street 11, North Nazimabad, Karachi",03033593001
FBR-100647,Chaudhary Nadia Yousafzai,1785636,114716,Filer,"House No. 273, Gali 36, Gulgasht, Multan",03266779911
FBR-100648,Malik Ali Rajput,2876904,242376,Filer,"House No. 354, Gali 24, Gulberg III, Lahore",+92 317 9776515
FBR-100649,Mian Hassan Saddozai,1454532,113400,Filer,"House No. 114, Gali 9, Hayatabad Phase 3, Peshawar",0346-6811609
FBR-100650,Qasim Orakzai,4190520,211620,Filer,"40-2 Hayatabad Phase 3, Peshawar",0336-1713315
FBR-100651,Mahnoor Sheikh,773268,24461,Filer,"House 130, Street 3, Clifton Block 2, Karachi",0304-1172342
FBR-100652,N.Bukhari,755928,26414,Filer,مکان 344 گلی 23 Bahria Phase 4 راولپنڈی,03013442040
FBR-100653,F. Gill,2165112,51706,Filer,H#259 St-37 BahriaPhase4 Rawalpindi,03011234617
FBR-100654,Irfan Mughal,0,0,Non-Filer,"House 3, Street 7, Gulbahar, Peshawar",+92 318 8964404
FBR-100655,Gul قریشی,2937276,69780,Filer,"195-28 Chaklala Scheme 3, Rawalpindi",+92 318 4817726
FBR-100656,H.Khokhar,1688052,128141,Filer,مکان 70 گلی 32 G-13/1 اسلام آباد,0324-1681298
FBR-100657,L. Mirza,636552,45291,Filer,H#352 St-29 Gulshan-e-Iqbal Karachi,+92 318 7833061
FBR-100658,U. Chaudhry,3716016,133393,Filer,H#348 St-24 UniversityTown Peshawar,03109248490
FBR-100659,Sana Wazir,432684,36661,Filer,"62-10 Cantt, Multan",03362706614
FBR-100661,U. Warraich,3820308,182830,Filer,H#342 St-39 ModelTown Lahore,+92 337 9580111
FBR-100662,A.Siddiqui,1389252,67474,Filer,مکان 255 گلی 15 Model Town لاہور,0345-8032337
FBR-100663,Anas Mehsud,0,0,Filer,"House 196, Street 39, F-8/3, Islamabad",03226079345
FBR-100664,Rana Bushra Tareen,3121836,66886,Filer,"House No. 239, Gali 13, Madina Town, Faisalabad",03279225036
FBR-100666,H. Ansari,3407880,282523,Filer,H#400 St-20 DGround Faisalabad,03084594997
FBR-100667,M.Tareen,17467380,970874,Filer,مکان 346 گلی 32 G-13/1 اسلام آباد,+92 348 8882244
FBR-100669,Mahnoor بٹ,27586812,1110676,Filer,"179-38 Chaklala Scheme 3, Rawalpindi",+92 331 3831475
FBR-100670,O. Gill,2878332,193846,Filer,H#126 St-16 B-17 Islamabad,03142425085
FBR-100671,Sardar Fahad Cheema,30798312,1111407,Filer,"House No. 276, Gali 21, Satellite Town, Rawalpindi",+92 303 7193765
FBR-100672,S.Malik,34179888,1982399,Filer,مکان 302 گلی 2 Shah Rukn-e-Alam Multan,+92 326 7548160
FBR-100674,H.Hashmi,616164,45244,Filer,مکان 275 گلی 14 Cantt Multan,+92 324 1797443
FBR-100675,Chaudhary Shoaib Yousafzai,3950124,136454,Filer,"House No. 368, Gali 38, Cantt, Multan",+92 309 6651204
FBR-100678,Amna Hashmi,3869712,306958,Filer,"138-35 Westridge, Rawalpindi",03462004647
FBR-100679,Malik Rashid Janjua,2765928,228489,Filer,"House No. 223, Gali 27, Chaklala Scheme 3, Rawalpindi",0312-8967629
FBR-100681,Wajahat Hashmi,2707584,200003,Filer,"217-3 Madina Town, Faisalabad",0312-5575347
FBR-100683,O.Sandhu,0,0,Non-Filer,مکان 47 گلی 26 Gulgasht Multan,03132877913
FBR-100684,A. Raja,0,0,Filer,H#396 St-21 SatelliteTown Rawalpindi,03297542286
FBR-100686,Fahad Bhatti,0,0,Non-Filer,"244-16 Madina Town, Faisalabad",+92 322 7090096
FBR-100687,Sardar Ali Khattak,0,0,Non-Filer,"House No. 379, Gali 4, Peoples Colony, Faisalabad",+92 314 7454030
FBR-100688,Hafsa Siddiqui,2441388,207965,Filer,"227-25 Peoples Colony, Faisalabad",+92 306 5287143
FBR-100689,Mian Mubashir Dar,686676,22628,Filer,"House No. 225, Gali 21, Hayatabad Phase 3, Peshawar",0330-5597569
FBR-100690,Haji Yousuf Saddozai,3607884,86810,Filer,"House No. 368, Gali 28, Gulshan-e-Iqbal, Karachi",03224202744
FBR-100691,Laiba Durrani,0,0,Non-Filer,"House 378, Street 21, Gulbahar, Peshawar",0332-4842637
FBR-100692,U. Awan,1778472,132110,Filer,H#103 St-20 E-11/2 Islamabad,0329-2379624
FBR-100693,I.Mehsud,0,0,Non-Filer,مکان 232 گلی 31 Gulshan-e-Iqbal کراچی,03143910495
FBR-100694,H.Raja,739236,17598,Filer,مکان 94 گلی 26 Gulshan-e-Iqbal کراچی,+92 315 3966870
FBR-100695,Uzma Yousafzai,31187412,766390,Filer,"46-30 Cantt, Multan",+92 343 1249619
FBR-100696,I. Kayani,32435856,2758676,Filer,H#189 St-11 SatelliteTown Rawalpindi,03411236808
FBR-100697,Chaudhary Gul Hashmi,16153140,706567,Filer,"House No. 366, Gali 14, F-8/3, Islamabad",03145831200
FBR-100698,Rauf Dar,2607096,133803,Filer,"145-13 Peoples Colony, Faisalabad",0326-2405180
FBR-100699,A. Yousafzai,2993676,81022,Filer,H#190 St-38 DHAPhase6 Karachi,+92 331 1173144
FBR-100700,J. Warraich,1329636,94867,Filer,H#366 St-25 Cantt Multan,0339-5298752
FBR-100701,Bilal Cheema,28773216,806365,Filer,"House 182, Street 39, Westridge, Rawalpindi",+92 340 1089942
FBR-100702,Mubashir Warraich,4060680,328025,Filer,"House 68, Street 36, Shah Rukn-e-Alam, Multan",0326-1612396
FBR-100703,Ehsan Khokhar,1764492,68460,Filer,"163-34 Satellite Town, Rawalpindi",0332-5368887
FBR-100704,Anas Lodhi,1997988,64536,Filer,"House 221, Street 19, Shah Rukn-e-Alam, Multan",03295425123
FBR-100705,S.Saddozai,1185624,65782,Filer,مکان 285 گلی 29 DHA Phase 6 کراچی,0303-3493443
FBR-100706,Yousuf Kayani,741072,40917,Filer,"224-8 Westridge, Rawalpindi",+92 330 8407471
FBR-100707,M. Khokhar,442068,36040,Filer,H#369 St-10 CliftonBlock2 Karachi,0305-2569976
FBR-100708,J. Saddozai,441996,27991,Filer,H#289 St-38 MadinaTown Faisalabad,03191069218
FBR-100709,Pervez Chaudhry,395928,20317,Filer,"House 347, Street 7, Westridge, Rawalpindi",03205769447
FBR-100710,Mian Mansoor Sandhu,0,0,Non-Filer,"House No. 166, Gali 10, Peoples Colony, Faisalabad",03018721431
FBR-100711,Iqra Wazir,806172,19749,Filer,"23-40 I-8/4, Islamabad",0335-3169632
FBR-100712,Syed Irfan Bhatti,2079936,71220,Filer,"House No. 381, Gali 5, Hayatabad Phase 3, Peshawar",0349-7398678
FBR-100713,Rana Arsalan Kakar,1929720,71016,Filer,"House No. 46, Gali 2, University Town, Peshawar",+92 312 7517997
FBR-100714,Hamza Niazi,3271836,205368,Filer,"377-20 North Nazimabad, Karachi",03427023763
FBR-100715,فاطمہ Baig,589584,15781,Filer,"199-31 North Nazimabad, Karachi",0329-8097946
FBR-100718,M. Abbasi,1243704,90026,Filer,H#128 St-34 ChaklalaScheme3 Rawalpindi,0321-4907940
FBR-100720,Ayesha Malik,2832636,146398,Filer,"House 339, Street 30, B-17, Islamabad",0312-7592730
FBR-100721,Saqib Bukhari,1452120,64600,Filer,"388-29 Shah Rukn-e-Alam, Multan",0344-6726640
FBR-100723,Zara Rajput,0,0,Non-Filer,"House 337, Street 39, North Nazimabad, Karachi",03347052024
FBR-100724,Mubashir راجہ,1873224,130494,Filer,"8-13 Bahria Phase 4, Rawalpindi",+92 337 4135831
FBR-100725,Z. Janjua,2005044,78340,Filer,H#45 St-20 DHAPhase6 Karachi,+92 332 8952217
FBR-100726,Adnan Saddozai,3424572,90260,Filer,"House 249, Street 31, Shah Rukn-e-Alam, Multan",0307-5070650
FBR-100727,Bilal Cheema,34066260,1953034,Filer,"House 323, Street 28, G-10/2, Islamabad",0337-5878387
FBR-100728,فاطمہ Bukhari,25497252,1812442,Filer,"348-32 Gulgasht, Multan",03044953492
FBR-100729,S.Chaudhry,0,0,Non-Filer,مکان 243 گلی 8 Model Town لاہور,+92 339 6817736
FBR-100730,Irfan Durrani,566712,18407,Filer,"House 177, Street 29, Westridge, Rawalpindi",03184685993
FBR-100731,L. Bangash,427416,33195,Filer,H#68 St-19 ShahRukn-e-Alam Multan,+92 336 7044085
FBR-100732,Nimra Dar,0,0,Non-Filer,"342-31 DHA Phase 5, Lahore",0312-4346789
FBR-100733,Anas Niazi,0,0,Non-Filer,"House 286, Street 4, Bahria Phase 4, Rawalpindi",+92 305 5375632
FBR-100734,Kamran Cheema,3101124,252986,Filer,"House 317, Street 15, Clifton Block 2, Karachi",+92 308 4759700
FBR-100735,Mian Ghulam Kakar,3714564,157386,Filer,"House No. 137, Gali 10, G-13/1, Islamabad",03492747213
FBR-100736,Ubaid Tareen,1702764,75551,Filer,"House 313, Street 40, G-10/2, Islamabad",03081704130
FBR-100737,N.Sandhu,0,0,Filer,مکان 363 گلی 29 Chaklala Scheme 3 راولپنڈی,+92 323 1168086
FBR-100738,Mian Hamza Baig,13889952,1112917,Filer,"House No. 394, Gali 1, North Nazimabad, Karachi",03048347741
FBR-100739,Syed Sajid Sandhu,3657912,124916,Filer,"House No. 185, Gali 16, Shah Rukn-e-Alam, Multan",0318-8075324
FBR-100740,O. Tarar,2940576,263797,Filer,H#16 St-29 Gulshan-e-Iqbal Karachi,0310-9679670
FBR-100741,Rana Nasir Kakar,819324,63597,Filer,"House No. 32, Gali 26, Westridge, Rawalpindi",03021969887
FBR-100742,Sana Mirza,715068,30295,Filer,"349-36 North Nazimabad, Karachi",03251722689
FBR-100743,Mehwish Abbasi,3504924,236826,Filer,"229-14 Shah Rukn-e-Alam, Multan",03498417942
FBR-100744,H.Niazi,1543968,41808,Filer,مکان 276 گلی 22 G-10/2 اسلام آباد,0339-2744116
FBR-100745,Fatima Zaidi,539028,15954,Filer,"House 175, Street 11, Wapda Town, Lahore",0300-5340101
FBR-100746,Noor Sial,1744848,120166,Filer,"House 375, Street 4, Peoples Colony, Faisalabad",+92 324 9514426
FBR-100747,Taimoor Niazi,2842404,94711,Filer,"House 3, Street 30, D Ground, Faisalabad",03239947098
FBR-100748,Irfan Wazir,2171448,56032,Filer,"House 294, Street 9, Gulbahar, Peshawar",0338-5154597
FBR-100749,Ibrahim Khokhar,16146300,1321994,Filer,"House 365, Street 28, F-8/3, Islamabad",+92 340 9810276
FBR-100750,Yousuf Dar,759504,50612,Filer,"House 190, Street 34, Clifton Block 2, Karachi",+92 339 9706452
FBR-100751,Rana Anas Afridi,3839676,258835,Filer,"House No. 353, Gali 32, North Nazimabad, Karachi",03323421727
FBR-100753,Hamza Shirazi,15526152,425303,Filer,"House 57, Street 8, University Town, Peshawar",0329-5858523
FBR-100755,Irfan Dar,38443008,802989,Filer,"House 2, Street 8, Westridge, Rawalpindi",0345-2133544
FBR-100756,O. Gilani,959004,48331,Filer,H#194 St-31 Gulshan-e-Iqbal Karachi,+92 301 6521202
FBR-100757,Farah Joiya,566592,16294,Filer,"46-40 Chaklala Scheme 3, Rawalpindi",0346-7496727
FBR-100758,Z.Butt,0,0,Non-Filer,مکان 377 گلی 18 Shah Rukn-e-Alam Multan,03272834886
FBR-100759,Sardar Nadia Khattak,47376840,2060450,Filer,"House No. 287, Gali 6, B-17, Islamabad",03191887084
FBR-100760,Yousuf Kazmi,3754848,137550,Filer,"House 338, Street 35, G-10/2, Islamabad",0310-5613105
FBR-100762,حسن Naqvi,2567808,92206,Filer,"132-6 Model Town, Lahore",+92 301 3821189
FBR-100763,Haji Salman Abbasi,1328052,66732,Filer,"House No. 348, Gali 11, Model Town, Lahore",03053965800
FBR-100764,M.Virk,2467572,59821,Filer,مکان 73 گلی 27 I-8/4 اسلام آباد,0324-7300065
FBR-100765,Syed Iqra Bukhari,3521100,259329,Filer,"House No. 261, Gali 33, Westridge, Rawalpindi",0331-5517895
FBR-100766,Kamran Rajput,812400,72466,Filer,"325-15 E-11/2, Islamabad",0304-2703045
FBR-100768,Yasir Rizvi,300420,13148,Filer,"House 22, Street 1, North Nazimabad, Karachi",03465822076
FBR-100769,Chaudhary Imran Rajput,1399992,107157,Filer,"House No. 129, Gali 25, Wapda Town, Lahore",+92 323 9561890
FBR-100770,Mubashir Raja,25620756,2133405,Filer,"House 72, Street 36, Clifton Block 2, Karachi",03264537478
FBR-100771,H.Cheema,3026472,256277,Filer,مکان 386 گلی 29 Shah Rukn-e-Alam Multan,0348-5580046
FBR-100772,A.Orakzai,44655480,3800914,Filer,مکان 312 گلی 31 Satellite Town راولپنڈی,+92 300 3911451
FBR-100773,Rana Lubna Hashmi,15811704,862993,Filer,"House No. 276, Gali 6, University Town, Peshawar",03081519213
FBR-100775,S.Khan,0,0,Filer,مکان 389 گلی 18 Satellite Town راولپنڈی,03232509387
FBR-100776,D. Hashmi,802080,67928,Filer,H#144 St-32 DHAPhase5 Lahore,0343-1119712
FBR-100778,Kamran Bukhari,450876,16849,Filer,"66-17 Satellite Town, Rawalpindi",0323-9272433
FBR-100779,G.Malik,804072,43423,Filer,مکان 273 گلی 40 Gulgasht Multan,0328-8615616
FBR-100780,G. Khattak,35634384,2522333,Filer,H#222 St-27 I-8/4 Islamabad,+92 348 6940792
FBR-100781,عثمان Durrani,3065784,258118,Filer,"143-27 Satellite Town, Rawalpindi",0347-6305659
FBR-100782,Syed Tariq Gilani,2915412,105289,Filer,"House No. 378, Gali 15, Hayatabad Phase 3, Peshawar",0331-5194038
FBR-100783,Kamran Afridi,3939480,141971,Filer,"15-31 Cantt, Multan",+92 330 6608665
FBR-100785,T.Sheikh,3676896,149362,Filer,مکان 161 گلی 5 E-11/2 اسلام آباد,03492264107
FBR-100787,Mian Iqra Wazir,0,0,Non-Filer,"House No. 233, Gali 25, Peoples Colony, Faisalabad",+92 336 2699161
FBR-100789,Mian Amna Awan,1237260,62296,Filer,"House No. 132, Gali 23, Gulgasht, Multan",0337-8459558
FBR-100791,E. Mirza,739968,41691,Filer,H#266 St-38 DHAPhase5 Lahore,03104982698
FBR-100793,Wajahat Shirazi,1619640,141361,Filer,"297-37 Shah Rukn-e-Alam, Multan",+92 329 6026983
FBR-100794,Ubaid Butt,26285700,699854,Filer,"House 2, Street 15, DHA Phase 6, Karachi",0337-5429521
FBR-100795,Khalid Dar,16767324,511556,Filer,"4-24 DHA Phase 6, Karachi",0301-7004341
FBR-100796,Zubair Joiya,2608344,192206,Filer,"23-2 Chaklala Scheme 3, Rawalpindi",0313-5766421
FBR-100797,N.Ansari,316500,26958,Filer,مکان 126 گلی 12 Wapda Town لاہور,+92 310 3954088
FBR-100798,Malik Gul Awan,819756,46097,Filer,"House No. 174, Gali 14, Clifton Block 2, Karachi",+92 327 5029047
FBR-100800,Javeria Sandhu,1894692,91576,Filer,"220-16 Wapda Town, Lahore",03094172607
FBR-100801,Mian Atif Janjua,0,0,Non-Filer,"House No. 144, Gali 9, B-17, Islamabad",0349-9203901
FBR-100803,M. Sandhu,759252,26291,Filer,H#248 St-32 DGround Faisalabad,0325-1697583
FBR-100804,Zara بٹ,28579200,1011433,Filer,"104-29 Bahria Phase 4, Rawalpindi",+92 316 4667394
FBR-100805,Amna Mughal,27295344,916149,Filer,"131-36 University Town, Peshawar",03197784614
FBR-100806,Haji Danish Bukhari,28097472,1636426,Filer,"House No. 263, Gali 40, E-11/2, Islamabad",+92 326 8569061
FBR-100807,Anas Bhatti,1478532,110902,Filer,"House 13, Street 12, Model Town, Lahore",03335456445
FBR-100808,Z. Kazmi,1200840,93543,Filer,H#330 St-6 DGround Faisalabad,+92 324 8441821
FBR-100809,Z. Baig,0,0,Non-Filer,H#346 St-22 JoharTown Lahore,0324-5604751
FBR-100810,A. Kakar,0,0,Non-Filer,H#178 St-26 GulbergIII Lahore,+92 339 1199493
FBR-100812,T. Bhatti,1834188,107365,Filer,H#220 St-27 HayatabadPhase3 Peshawar,03178549276
FBR-100813,A.Awan,677220,55028,Filer,مکان 256 گلی 23 DHA Phase 5 لاہور,+92 323 8032125
FBR-100814,Atif Bukhari,3417660,166264,Filer,"17-9 G-13/1, Islamabad",+92 344 6453318
FBR-100815,Kamran Rizvi,373320,22998,Filer,"244-7 DHA Phase 6, Karachi",03298575505
FBR-100816,Malik Junaid Qureshi,3387828,81594,Filer,"House No. 91, Gali 3, Gulgasht, Multan",03316193888
FBR-100817,I. Dar,18248268,421101,Filer,H#338 St-34 ChaklalaScheme3 Rawalpindi,+92 307 1963904
FBR-100818,A.Tarar,2259048,72063,Filer,مکان 57 گلی 9 DHA Phase 6 کراچی,03469023722
FBR-100819,S.Dar,3847500,295784,Filer,مکان 364 گلی 31 Model Town لاہور,03196206200
FBR-100820,W.Baig,4048836,277184,Filer,مکان 229 گلی 5 F-8/3 اسلام آباد,03395141290
FBR-100821,Sardar Ubaid Khokhar,533916,42135,Filer,"House No. 378, Gali 6, Peoples Colony, Faisalabad",03327449845
FBR-100823,Rana Kinza Gilani,43153932,2857249,Filer,"House No. 358, Gali 3, E-11/2, Islamabad",03125593203
FBR-100825,Syed Ayesha Kakar,1128084,55644,Filer,"House No. 210, Gali 29, University Town, Peshawar",03144479126
FBR-100826,Faisal Afridi,1027548,27028,Filer,"384-30 Gulgasht, Multan",0335-7699844
FBR-100827,Kashif Siddiqui,21795036,1716427,Filer,"House 168, Street 30, Cantt, Multan",0337-2144829
FBR-100828,M. Joiya,3419004,160835,Filer,H#143 St-11 Westridge Rawalpindi,0310-2686363
FBR-100829,J.Chaudhry,1176708,101783,Filer,مکان 347 گلی 18 Cantt Multan,03211362988
FBR-100830,Gul Rizvi,1289760,37995,Filer,"357-4 Westridge, Rawalpindi",03417553489
FBR-100831,I. Khan,3612996,276389,Filer,H#393 St-13 E-11/2 Islamabad,0315-5002042
FBR-100832,حسن خان,3575232,87326,Filer,"349-5 Johar Town, Lahore",03113816607
FBR-100833,Fatima Qureshi,3651984,177088,Filer,"House 166, Street 36, University Town, Peshawar",+92 341 2999934
FBR-100834,H. Gondal,3408540,133390,Filer,H#183 St-21 SatelliteTown Rawalpindi,03107746781
FBR-100835,Syed Rehan Khokhar,623292,14079,Filer,"House No. 337, Gali 18, Satellite Town, Rawalpindi",0345-1737173
FBR-100836,Mubashir Kakar,856128,49410,Filer,"53-35 Madina Town, Faisalabad",0342-5226854
FBR-100837,Gul Kakar,3784296,255621,Filer,"171-12 Cantt, Multan",+92 327 2132688
FBR-100838,K. Kazmi,0,0,Non-Filer,H#120 St-33 Gulgasht Multan,0340-4902479
FBR-100839,O. Janjua,2826132,118092,Filer,H#388 St-16 ShahRukn-e-Alam Multan,0341-2005341
FBR-100840,Haji Haris Abbasi,405588,15777,Filer,"House No. 329, Gali 3, DHA Phase 6, Karachi",03198444490
FBR-100842,Noman Rizvi,998016,55698,Filer,"128-15 B-17, Islamabad",+92 346 9748847
FBR-100844,Arsalan Kazmi,40093488,2408189,Filer,"372-30 E-11/2, Islamabad",0322-4314108
FBR-100845,Yasir Niazi,2015484,73246,Filer,"230-13 Wapda Town, Lahore",+92 327 2342445
FBR-100846,Yousuf Joiya,536100,21874,Filer,"House 390, Street 10, North Nazimabad, Karachi",+92 330 7399154
FBR-100847,Iqra Rizvi,3985200,343016,Filer,"132-25 Bahria Phase 4, Rawalpindi",+92 334 8610197
FBR-100848,Faisal Cheema,0,0,Non-Filer,"House 101, Street 10, Westridge, Rawalpindi",03101215323
FBR-100849,Nasir Tarar,397884,9649,Filer,"House 197, Street 32, Gulshan-e-Iqbal, Karachi",+92 329 2195114
FBR-100850,L.Gilani,44252796,3497716,Filer,مکان 391 گلی 28 Bahria Phase 4 راولپنڈی,03259549809
FBR-100852,S.Bangash,2516592,106839,Filer,مکان 358 گلی 10 Cantt Multan,03298641531
FBR-100853,Laiba Bukhari,0,0,Non-Filer,"House 7, Street 8, Cantt, Multan",03067671743
FBR-100854,Sana Baig,760908,36879,Filer,"219-17 DHA Phase 6, Karachi",03289945633
FBR-100855,O.Durrani,3463812,137835,Filer,مکان 56 گلی 37 Clifton Block 2 کراچی,03225513429
FBR-100856,Kinza Niazi,24112632,1417718,Filer,"House 252, Street 1, F-8/3, Islamabad",03309774746
FBR-100857,Rida Sial,15148464,1266217,Filer,"House 192, Street 12, Bahria Phase 4, Rawalpindi",0313-9161633
FBR-100858,Taimoor Gilani,621480,16678,Filer,"House 96, Street 13, Hayatabad Phase 3, Peshawar",+92 302 4219293
FBR-100859,S.Afridi,1364304,108423,Filer,مکان 326 گلی 11 Peoples Colony Faisalabad,+92 304 2437925
FBR-100860,Ehsan Malik,305676,12045,Filer,"House 245, Street 32, Peoples Colony, Faisalabad",+92 300 2024357
FBR-100862,Haji Sajid Hashmi,584064,39437,Filer,"House No. 310, Gali 28, Gulshan-e-Iqbal, Karachi",+92 325 6755884
FBR-100863,Rana Farah Warraich,16589196,1040363,Filer,"House No. 183, Gali 22, Clifton Block 2, Karachi",03008665833
FBR-100864,Mian Hassan Shirazi,19059072,1296451,Filer,"House No. 144, Gali 16, G-13/1, Islamabad",03278972523
FBR-100866,F. Sial,4134888,287653,Filer,H#376 St-25 CliftonBlock2 Karachi,03294272848
FBR-100867,Hussain Awan,36812700,2322226,Filer,"House 155, Street 36, Clifton Block 2, Karachi",0332-8487448
FBR-100868,A. Janjua,556764,49525,Filer,H#386 St-6 BahriaPhase4 Rawalpindi,0313-9194418
FBR-100869,L. Kakar,0,0,Non-Filer,H#369 St-17 JoharTown Lahore,03313277614
FBR-100870,Chaudhary Javeria Cheema,0,0,Non-Filer,"House No. 295, Gali 39, Hayatabad Phase 3, Peshawar",03057325183
FBR-100871,Zara Khattak,1520808,53128,Filer,"House 224, Street 15, Gulbahar, Peshawar",+92 314 2940955
FBR-100872,E.Saddozai,753696,66786,Filer,مکان 382 گلی 8 Peoples Colony Faisalabad,+92 345 3137710
FBR-100873,M.Niazi,399324,33569,Filer,مکان 275 گلی 13 G-13/1 اسلام آباد,+92 324 6735069
FBR-100874,S.Wazir,2827452,173635,Filer,مکان 114 گلی 7 D Ground Faisalabad,+92 330 8727632
FBR-100875,S. Hashmi,4120680,102386,Filer,H#76 St-39 ShahRukn-e-Alam Multan,03221576194
FBR-100877,Adnan Bangash,818448,61261,Filer,"359-4 Bahria Phase 4, Rawalpindi",+92 317 7573445
FBR-100878,Waqas ملک,2740728,184137,Filer,"173-28 Madina Town, Faisalabad",+92 335 7565976
FBR-100879,Irfan Orakzai,1989876,151210,Filer,"House 50, Street 9, Westridge, Rawalpindi",0309-4428165
FBR-100880,Amna Awan,0,0,Non-Filer,"150-10 North Nazimabad, Karachi",0340-4874059
FBR-100881,Sardar Gul Abbasi,1290120,29554,Filer,"House No. 348, Gali 11, North Nazimabad, Karachi",+92 301 6965707
FBR-100882,Hamza Kazmi,3455472,142397,Filer,"House 304, Street 28, Shah Rukn-e-Alam, Multan",0316-5110434
FBR-100883,Mustafa Niazi,710052,47030,Filer,"House 89, Street 25, Gulgasht, Multan",+92 307 7410589
FBR-100884,A. Siddiqui,38421432,2591952,Filer,H#63 St-32 G-10/2 Islamabad,03431386324
FBR-100885,Z.Lodhi,0,0,Non-Filer,مکان 49 گلی 38 Gulgasht Multan,03169123384
FBR-100886,Z.Bhatti,716868,17113,Filer,مکان 276 گلی 12 B-17 اسلام آباد,03307606809
FBR-100887,Mustafa Chaudhry,364176,12430,Filer,"House 276, Street 8, D Ground, Faisalabad",03114031041
FBR-100888,S. Siddiqui,1744644,154832,Filer,H#295 St-14 F-8/3 Islamabad,0311-5307726
FBR-100889,A. Niazi,708504,28454,Filer,H#88 St-28 WapdaTown Lahore,0303-6043230
FBR-100890,Zubair Wazir,0,0,Filer,"72-37 Madina Town, Faisalabad",0314-9271666
FBR-100891,Mian Javeria Qureshi,773544,35081,Filer,"House No. 122, Gali 3, Cantt, Multan",0312-6028286
FBR-100892,S. Dar,3361956,281006,Filer,H#143 St-9 MadinaTown Faisalabad,03412347768
FBR-100894,Malik Tooba Orakzai,548784,17015,Filer,"House No. 366, Gali 24, Cantt, Multan",+92 348 3752186
FBR-100895,R.Virk,0,0,Non-Filer,مکان 127 گلی 5 G-13/1 اسلام آباد,0321-9916589
FBR-100896,B.Afridi,2358120,153735,Filer,مکان 171 گلی 18 I-8/4 اسلام آباد,0313-5591031
FBR-100897,K.Qureshi,44855076,2975224,Filer,مکان 90 گلی 34 Hayatabad Phase 3 Peshawar,0329-9214437
FBR-100899,Zafar Bukhari,23057160,915987,Filer,"5-33 Chaklala Scheme 3, Rawalpindi",+92 312 3393607
FBR-100900,Bilal Durrani,27417468,695596,Filer,"House 363, Street 16, Shah Rukn-e-Alam, Multan",0346-8680384
